Start Time,End Time,,Name,PaperId,Presenter,Options,Great Together,Ok Together,Not Ok Together,Don't know if should be together,Interested in,Options 11-20,More button1 clicked,More button2 clicked,Specials 1-3,Specials 4-6
2015-01-26T00:44:43Z,2015-01-26T01:05:10Z,,Erin Treacy Solovey,pn5114,,"case167,pn5113,pn1047,pn5138,pn5127,pn5123,pn5107,pn5105,pn5137,pn1026","pn5121,pn5105,pn1026","pn2587,pn1047,pn5113,pn5115","case167,pn5123,pn5104,pn5107,pn5106,pn5127,pn5103,pn5128,pn5108,pn5137,pn5118","pn5138,crs138","crs138,pn2587,pn5115,pn5138,pn5121,pn1026,pn5105,pn1047","pn5121,pn5104,pn5115,pn5108,pn5128,pn5103,pn5106,crs138,pn2587,pn5118",TRUE,TRUE,,
2015-01-26T00:11:06Z,2015-01-26T01:05:14Z,,Jonas Böer,pn1980,,"pn2473,pn140,pn2582,pn147,pn1766,pn5121,pn2004,pn115,pn399,pn5115","pn2582,pn2620,pn1268,pn2004,pn2473,pn140,pn147,pn373,pn1766,pn399,pn1809,pn5115","pn115,pn1010,pn5121,pn1184,pn979",pn1361,"pn2678,pn2102",,"pn2102,pn1361,pn2620,pn979,pn1010,pn1184,pn1809,pn2678,pn1268,pn373",TRUE,TRUE,,
2015-01-26T00:59:47Z,2015-01-26T01:05:18Z,,Adrienne Porter Felt,pn1656,,"pn904,pn434,pn652,pn167,pn657,pn114,pn1031,pn602,pn136,pn480",pn652,"pn480,pn114,pn1031,pn167,pn136,pn434,pn657,pn602",,pn904,"pn1077,pn2548,pn595,pn652,pn1047","pn2548,pn1958,pn1743,pn306,pn1077,pn1580,pn595,pn1221,pn2424,pn1047",FALSE,TRUE,,
2015-01-26T01:04:44Z,2015-01-26T01:06:49Z,,,pn2218,,"pn546,pn1066,pn783,pn762,pn236,pn1763,pn488,pn1054,pn189,pn643","pn783,pn762,pn1763,pn546,pn488",pn643,"pn189,pn236,pn1054",pn1066,"pn643,pn488,pn1763,pn546,pn762,pn783","pn1275,pn1114,pn859,pn1188,pn306,pn434,pn1948,pn411,pn954,pn1147",FALSE,FALSE,,
2015-01-26T00:57:43Z,2015-01-26T01:07:21Z,,Ali Alkhatib,pn2032,,"pn687,pn747,pn207,pn1837,pn1059,pn807,pn2336,pn906,pn2375,pn239","pn687,pn207","pn747,pn1059","pn906,pn239,pn2336,pn2375","pn1837,pn807","pn687,pn1059,pn207","pn1312,pn298,pn1299,crs104,pn1662,case191,crs118,pn206,pn2424,pn2328",FALSE,TRUE,,
2015-01-26T01:06:50Z,2015-01-26T01:10:50Z,,,pn1743,,"pn480,pn904,pn136,pn114,pn167,pn657,pn602,pn652,pn434,pn1031","pn480,pn136,pn167,pn657","pn114,pn1031,pn904,pn434",pn652,pn602,"pn136,pn1031,pn167,pn480,pn434","pn2548,pn1948,pn481,pn933,pn1221,pn2131,pn710,pn2483,pn1656,pn414",FALSE,FALSE,,
2015-01-26T01:07:26Z,2015-01-26T01:11:46Z,,Richard C. Davis,pn2570,,"pn1189,pn1571,crs122,pn1689,pn105,pn1061,pn2492,pn1603,pn5102,pn206","pn5102,pn1603,pn105",pn1689,"pn1061,pn2492,pn1189,pn1571,pn206,crs122",,"pn105,pn1603,pn5102,pn2492,pn1061,pn1689","pn2196,pn1887,pn169,pn2245,pn1944,pn1874,pn207,pn1528,pn2085,pn2191",FALSE,FALSE,,
2015-01-26T01:12:22Z,2015-01-26T01:13:40Z,,Richard Shay,pn2548,,"pn114,pn1031,pn657,pn434,pn602,pn652,pn480,pn904,pn167,pn136","pn1031,pn657,pn602","pn480,pn167,pn136,pn434",,"pn114,pn904,pn652","pn602,pn114,pn657,pn652","pn1656,pn1743,pn1439,pn2050,pn1840,pn1023,pn298,pn731,pn1550,pn1221",FALSE,FALSE,,
2015-01-26T01:07:06Z,2015-01-26T01:14:15Z,,Richard E. Ladner,pn2575,,"pn2560,pn1948,pn932,pn5101,pn2626,pn1638,pn1038,pn1559,pn464,pn2072","pn1638,pn2072,pn1559","pn1038,pn2626",pn5101,"pn2560,pn464,pn932,pn1948","pn2072,pn1559,pn1638","pn1016,pn160,crs115,pn548,pn2481,pn399,pn2336,pn236,pn1275,pn1059",FALSE,FALSE,,
2015-01-26T00:26:00Z,2015-01-26T01:16:28Z,,Robert C. Miller,pn727,,"pn738,pn936,pn1147,pn382,pn1574,pn1335,pn1167,pn5119,pn2492,pn1530","pn738,pn382,pn2492,pn1574,pn1147,pn936,pn1167,pn1530,pn1335",pn5119,,,"pn1574,pn738,pn1147,pn382,pn936,pn2492","pn1991,pn5128,pn1596,pn1391,pn1509,pn1497,pn1095,pn1135,pn242,pn262",FALSE,FALSE,,
2015-01-26T01:15:06Z,2015-01-26T01:19:37Z,,Philipp Hock,pn1709,,"pn1367,pn2582,pn1010,pn979,pn1979,pn1715,pn2473,pn487,pn1066,pn1809","pn487,pn1367,pn2473,pn1066,pn1809",pn1979,,"pn1010,pn2582,pn1715,pn979",,"pn1898,pn855,pn2629,pn783,pn2494,pn388,pn667,pn488,pn1275,pn643",FALSE,FALSE,,
2015-01-26T00:49:53Z,2015-01-26T01:22:56Z,,Mahdi Nasrullah Al-Ameen,pn602,,"pn136,pn114,pn480,pn434,pn652,pn1031,pn904,pn167,pn1221,pn657","pn480,pn114,pn136,pn2548,pn652,pn650,pn1764,pn1743,pn112","pn1031,pn167,pn434,pn1221,pn657","pn904,pn1742","pn2131,pn1656,pn2620,pn5127","pn114,pn112,pn136,pn1743,pn1764,pn480,pn2548,pn650,pn652","pn112,pn1743,pn650,pn2548,pn1764,pn2620,pn1742,pn1656,pn5127,pn2131",FALSE,FALSE,,
2015-01-26T01:25:44Z,2015-01-26T01:27:19Z,,Ian Stavness,pn1617,,"pn708,pn1061,pn682,pn605,pn323,pn153,pn282,pn681,pn922,pn2483","pn922,pn282,pn605,pn153,pn681","pn1061,pn2483,pn323,pn708",,pn682,,"pn2328,pn2627,pn1874,pn820,pn1506,pn448,pn105,pn1644,pn302,pn699",FALSE,FALSE,,
2015-01-26T00:55:15Z,2015-01-26T01:29:34Z,,Yusuke Suzuki,pn1258,,"pn411,pn1256,pn2586,pn738,pn1386,pn1170,pn282,pn1688,pn1497,pn2196","pn2586,pn282,pn1688,pn271,pn2196,pn954","pn738,pn236,pn1386,pn1066,pn411,pn1170,pn273,pn1889",,"pn388,pn366,pn433,pn1898,pn1497,pn1256","pn2196,pn954,pn271,pn2586,pn388,pn1688","pn1066,pn236,pn271,pn273,pn1889,pn954,pn433,pn1898,pn388,pn366",TRUE,TRUE,,
2015-01-26T01:23:58Z,2015-01-26T01:31:19Z,,Alex Mariakakis,pn2281,,"pn1275,pn738,pn462,pn369,pn1990,pn1103,pn563,pn1647,pn1129,pn5127","pn738,pn1103","pn1990,pn1129","pn462,pn5127,pn1647,pn1275,pn563,pn369",,,"crs133,pn1559,crs122,pn933,pn282,pn479,pn2483,pn362,crs119,pn236",FALSE,FALSE,,
2015-01-26T01:29:55Z,2015-01-26T01:32:14Z,,Sarita Schoenebeck,pn1051,,"pn5123,pn420,pn1049,pn1174,pn1583,pn930,pn1785,pn5112,pn450,pn734","pn1583,pn734,pn910,pn450,pn420","pn716,pn1174","pn930,pn1049","pn5123,pn1785","pn1174,pn716,pn420,pn1583,pn450,pn1049","pn462,pn1742,pn598,pn910,pn1391,pn189,pn1390,pn1541,pn716,pn1885",TRUE,TRUE,,
2015-01-26T01:29:47Z,2015-01-26T01:33:37Z,,Sarita Schoenebeck,pn1049,,"pn1337,pn598,pn2419,pn1742,pn1045,pn1051,pn1848,pn1652,case191,pn420",pn1045,"pn716,pn2419,pn1848,pn2072,pn420,pn1881","pn1652,pn880,pn1051",,"pn2419,pn1051,pn420,pn598","pn2348,pn1603,pn880,pn2339,pn691,pn716,pn1785,pn1641,pn1881,pn2072",TRUE,FALSE,,
2015-01-26T01:29:42Z,2015-01-26T01:33:43Z,,,pn895,,"pn1480,pn466,pn2478,pn371,pn169,pn2244,pn1266,pn298,pn763,pn287","pn1480,pn763,pn466",pn287,"pn1266,pn2244,pn169","pn2478,pn371,pn298","pn466,pn1480,pn763,pn371","pn734,pn5113,pn2578,pn655,pn1077,pn2626,pn1606,pn1335,pn1268,pn1289",FALSE,FALSE,,
2015-01-26T01:37:29Z,2015-01-26T01:40:20Z,,Gary M. Olson,pn2126,,"pn581,pn410,pn1972,pn1682,pn1226,pn2247,pn973,pn1350,pn1151,pn1944","pn1972,pn581","pn410,pn1226","pn1151,pn1944","pn1682,pn2247,pn1350,pn973","pn581,pn1350,pn1151,pn2247,pn1226,pn410,pn1972,pn1682","pn1335,pn2492,pn2245,pn1948,pn2196,pn2072,pn2327,pn2340,pn1289,pn2606",FALSE,FALSE,,
2015-01-26T01:39:48Z,2015-01-26T01:42:35Z,,Lujo Bauer,pn2548,,"pn114,pn1031,pn657,pn434,pn602,pn652,pn480,pn904,pn167,pn136",pn602,"pn480,pn1031,pn136,pn434",pn114,"pn904,pn167,pn657,pn652","pn602,pn136,pn652","pn1656,pn1743,pn1439,pn2050,pn1840,pn1023,pn298,pn731,pn1550,pn1221",FALSE,FALSE,,
2015-01-26T01:33:23Z,2015-01-26T01:42:36Z,,Hideaki Kuzuoka,pn851,,"pn2224,pn1673,crs109,pn1129,pn271,pn1088,pn1892,pn564,pn123,pn532","pn564,pn271",pn1129,"pn1892,pn532,pn1088,pn123,crs109","pn1673,pn2224","pn564,pn271,pn1673","pn2238,pn1606,pn875,pn1018,pn227,pn362,pn1095,pn2348,pn2005,pn1682",FALSE,FALSE,,
2015-01-26T01:45:50Z,2015-01-26T01:50:43Z,,,pn1498,,"pn2536,pn413,pn731,pn5133,pn2651,pn2172,pn595,pn5103,pn2147,pn2327","pn595,pn413,pn2651",pn5133,,"pn731,pn5103,pn2147,pn2172,pn2536,pn2327","pn413,pn595","pn2370,pn5105,pn1032,pn5107,pn2470,pn1538,pn1218,pn2425,pn2238,pn1574",FALSE,FALSE,,
2015-01-26T01:43:08Z,2015-01-26T01:52:30Z,,Christian Sandvig,pn2341,,"pn5110,pn2339,pn242,pn2238,pn1506,pn2348,pn2224,pn1081,pn345,pn2313","pn2313,pn2339,pn763,pn345","pn1506,pn2224","pn1081,pn2238,pn2492,pn5104,pn1723,pn1573,pn910,pn1688,pn5110,pn1539","pn242,pn1958,pn1834,pn2348","pn345,pn2313,pn2339","pn1688,pn1834,pn1539,pn5104,pn763,pn2492,pn1723,pn1573,pn1958,pn910",TRUE,FALSE,,
2015-01-26T01:49:18Z,2015-01-26T01:53:09Z,,Kris Luyten,pn1023,,"pn2536,pn1122,pn1541,pn885,pn298,pn1840,pn1257,pn1722,pn731,pn1509","pn1898,pn885,pn2536","pn388,pn1509,pn1906,pn1373","pn2548,pn657,pn1541,pn1840,pn1722,pn551,pn1350","pn731,pn1066,pn1122,pn298,pn1257,pn273","pn551,pn1509,pn1906","pn551,pn657,pn273,pn1350,pn1906,pn1898,pn2548,pn1066,pn388,pn1373",TRUE,TRUE,,
2015-01-26T01:49:36Z,2015-01-26T01:54:53Z,,Ge Gao,pn1972,,"pn973,pn1944,pn1350,pn2126,pn410,pn1682,pn1151,pn581,pn2247,pn1226","pn2288,pn1497,pn2536",,"pn236,pn1151,pn1944,pn2212,pn410,pn2606,pn1226,pn2147,pn1682,pn2247,case128,pn2126,pn581,pn1350,pn2651,pn973,pn2340",,"pn2536,pn1350,pn2288,pn1151,pn1682,pn2126,pn1497","pn2536,pn1497,pn2651,pn2212,pn2288,pn2147,pn236,case128,pn2606,pn2340",TRUE,TRUE,,
2015-01-26T01:49:54Z,2015-01-26T01:57:04Z,,Michael Muller,pn1682,,"pn2126,pn1151,pn2247,pn1944,pn973,pn410,pn1972,pn1226,pn581,pn1350","pn1226,pn2247,pn973","pn409,pn1972,pn410,pn2126,pn1350,pn327","pn2238,pn1944,pn880,pn1335","pn1151,pn2606,pn2224,pn1048,pn581,pn2348,pn2340","pn2348,pn1350,pn2224,pn1335,pn2247,pn1226,pn973,pn409,pn2126","pn409,pn2340,pn2348,pn1048,pn2224,pn2606,pn880,pn327,pn2238,pn1335",TRUE,TRUE,,
2015-01-26T01:53:25Z,2015-01-26T01:59:40Z,,Kris Luyten,pn1911,,"pn545,pn1316,pn932,pn2680,pn1055,pn631,pn2122,pn2494,pn1210,pn2312","pn631,pn1620","pn2494,pn2312,pn1316,pn2122,pn545,pn1055","pn5123,pn594,pn1066,pn2626,pn1095,case153,pn134","pn2386,pn2680,pn1367,pn932,pn1210","pn545,pn1316,pn134,pn2680,pn2312,pn1055,pn1620,pn1367,pn2494,pn631,pn932,pn2122,pn1066","case153,pn1367,pn594,pn1095,pn134,pn2626,pn1066,pn1620,pn2386,pn5123",TRUE,TRUE,,
2015-01-26T01:57:32Z,2015-01-26T02:00:40Z,,Jeff Huang,pn1599,,"pn605,pn2213,pn448,pn2627,pn681,pn1874,pn1687,pn820,pn1453,pn1835","pn2627,pn605","pn2213,pn1874,pn1687,pn1835,pn448,pn681","pn1453,pn820",,"pn605,pn2627","pn731,pn153,pn359,pn1684,pn564,pn611,pn282,pn1061,pn416,pn687",FALSE,FALSE,,
2015-01-26T01:53:00Z,2015-01-26T02:03:28Z,,Liang He,pn1095,,"pn727,pn685,pn2476,pn2471,pn1135,pn262,pn400,pn1991,crs138,pn2312","pn2312,crs138,pn1888,pn545","pn365,pn1991,pn631,pn727,pn1533","pn851,pn685","pn1151,pn1135,pn400,pn2476,pn594,pn2471,pn262,pn1497,pn1166","pn545,crs138,pn1888,pn1533","pn365,pn1888,pn1497,pn1533,pn545,pn631,pn1151,pn594,pn1166,pn851",TRUE,TRUE,,
2015-01-26T01:35:19Z,2015-01-26T02:03:56Z,,Jaimie Y. Park,pn2207,,"crs135,pn2447,pn532,pn2578,pn1958,pn1927,pn1907,pn697,pn595,pn1618","pn532,pn1958,pn2578,pn1927","pn595,pn697,pn2447,pn1907",pn1618,crs135,"pn2578,pn1927","case136,pn1895,pn652,pn359,pn1032,pn413,pn1662,pn1583,pn2288,pn2146",FALSE,FALSE,,
2015-01-26T01:57:39Z,2015-01-26T02:04:44Z,,Haoqi Zhang,pn1573,,"pn631,pn234,pn528,pn302,pn227,pn155,pn1048,pn1419,pn308,pn1596","pn1386,pn2423","pn1888,pn234,pn1419","pn302,pn2491,pn5104,pn631,pn227,pn1048,pn1596,pn1785,pn1688,pn2022,pn2611,pn528,pn2425,pn155",pn308,"pn234,pn1419,pn1386,pn2423","pn2425,pn5104,pn2611,pn1386,pn2022,pn1688,pn1888,pn1785,pn2491,pn2423",TRUE,TRUE,,
2015-01-26T02:08:46Z,2015-01-26T02:10:46Z,,,pn287,,"pn371,pn763,pn466,pn1266,pn298,pn1480,pn2244,pn895,pn169,pn2478","pn2478,pn371","pn1480,pn763","pn895,pn1266","pn2244,pn298,pn466,pn169","pn2244,pn298,pn466,pn1266,pn763","crs122,pn312,pn655,pn1122,pn650,pn1149,pn2629,pn5113,pn2470,pn594",FALSE,FALSE,,
2015-01-26T02:06:45Z,2015-01-26T02:10:56Z,,Trevor Perrier,pn103,,"pn2481,pn685,pn808,pn2419,pn5108,pn2424,pn243,pn2470,pn1945,pn1046","pn1046,pn2481,pn685","pn1945,pn5108,pn808,pn2424",,"pn2470,pn243","pn685,pn2481,pn1046","crs133,pn1541,pn239,pn1058,pn727,pn965,crs112,crs134,pn2108,pn2312",TRUE,FALSE,,
2015-01-26T02:08:15Z,2015-01-26T02:11:06Z,,Steve Whittaker,pn413,,"pn1723,pn859,pn1032,pn1195,pn1571,pn507,pn2050,pn1906,pn1337,pn2108","pn2050,pn1195,pn1337",pn1571,,"pn1032,pn859,pn1723,pn2108,pn507,pn1906","pn1195,pn1337","pn1498,case136,pn2626,pn1662,pn2213,pn1280,pn2207,case163,pn1046,pn2238",FALSE,FALSE,,
2015-01-26T02:11:21Z,2015-01-26T02:13:41Z,,Steve Whittaker,pn2085,,"pn1887,pn1058,pn1280,pn1045,pn422,pn1424,pn408,pn1124,pn885,pn862",pn1424,"pn1280,pn862",pn1887,"pn408,pn422,pn1124,pn1045,pn885,pn1058",pn1424,"pn462,pn1350,pn5109,pn1574,pn685,pn2603,pn2651,pn2000,pn2191,pn1906",FALSE,FALSE,,
2015-01-26T02:13:52Z,2015-01-26T02:15:18Z,,Steve Whittaker,pn763,,"pn2244,pn466,pn371,pn895,pn1266,pn298,pn2478,pn169,pn287,pn1480","pn895,pn287,pn1480,pn2244,pn371,pn466","pn1266,pn169",,"pn2478,pn298","pn2244,pn895,pn466,pn287,pn1480,pn371","pn1509,pn734,pn2578,pn2340,pn5113,pn910,pn1682,pn242,pn2586,pn2341",FALSE,FALSE,,
2015-01-26T02:07:04Z,2015-01-26T02:15:51Z,,Oliver L. Haimson,pn734,,"pn763,pn1506,pn2234,pn1051,pn2348,pn2339,pn1541,pn2314,pn2108,pn2146","pn2234,pn763,pn2108,pn1051","pn2146,pn1506,pn1541,pn2339",,"pn2314,pn2348","pn1051,pn2339,pn763,pn1506,pn1541,pn2108,pn2146","pn2224,pn2606,pn895,pn708,pn2340,case138,pn2626,pn910,pn1497,pn1509",TRUE,FALSE,,
2015-01-26T02:18:49Z,2015-01-26T02:22:21Z,,Oliver L. Haimson,pn1376,,"pn787,pn1764,pn1312,pn504,pn361,pn594,pn910,pn148,pn1828,pn479","pn910,pn1764,pn1312","pn361,pn594,pn148",,"pn479,pn787,pn1828,pn504","pn1312,pn1764,pn910","pn2300,pn2282,pn481,pn277,pn236,case115,pn1889,pn5119,pn727,pn1419",FALSE,FALSE,,
2015-01-25T23:58:03Z,2015-01-26T02:23:44Z,,Robert Kosara,pn768,,"pn5107,pn815,pn1717,pn1550,pn1764,pn650,pn1289,pn1048,pn2305,pn2480","pn1717,pn650,pn2305","pn5107,pn1289,pn1840,pn2625,pn1764","pn365,pn5101,pn910,pn1492,pn2578,pn112","case138,pn815,pn1048,pn2480,pn1550,pn500","pn2578,pn1717,pn650,pn2305","pn1492,case138,pn2625,pn2578,pn5101,pn910,pn500,pn365,pn112,pn1840",TRUE,TRUE,,
2015-01-26T02:23:59Z,2015-01-26T02:31:17Z,,Sho Tsugawa,pn808,,"pn1945,pn2424,pn2419,pn2481,pn1032,pn243,pn5108,pn1046,pn2470,pn103","pn1032,pn243,pn2424","pn2419,pn1945,pn5108,pn2481,pn103",,"pn2470,pn1046","pn1032,pn243,pn2424","pn631,pn880,pn2607,pn1335,pn242,pn414,pn1723,pn409,pn1743,pn2620",FALSE,FALSE,,
2015-01-26T02:31:13Z,2015-01-26T02:37:33Z,,Fan Du,pn1886,,"pn2483,pn1118,pn1684,pn1289,pn688,pn160,pn500,pn2539,pn2224,pn362","pn1289,pn1684,pn2539,pn500","pn1016,pn594,pn2224","pn115,pn738,pn688,pn1942,pn1296,pn1118,pn361,pn160,pn263,pn1426,pn1828","pn362,pn2483","pn2539,pn500,pn1289,pn1684","pn263,pn361,pn115,pn1828,pn1426,pn1016,pn738,pn594,pn1296,pn1942",TRUE,TRUE,,
2015-01-26T02:17:06Z,2015-01-26T02:37:55Z,,Romain Vuillemot,pn592,,"pn1552,pn399,pn1142,pn1189,pn697,pn2637,pn2625,pn1580,pn1717,pn1606","pn697,pn2539,pn2637","pn1717,pn206,pn1142,pn1552","pn1296,pn464,pn1016,pn1018,pn1606,pn1391,pn650,pn399","pn1580,pn2625,pn2352,pn548","pn1552,pn697,pn2637","pn548,pn1391,pn1296,pn206,pn2539,pn2352,pn1016,pn1018,pn464,pn650",TRUE,FALSE,,
2015-01-26T02:36:38Z,2015-01-26T02:38:24Z,,Erick Oduor,pn930,,"pn462,pn1051,pn450,pn1583,pn5123,pn5112,pn277,pn420,pn1785,pn1174","pn1174,pn5112,pn420",pn1785,,,"pn1174,pn5112,pn1051,pn420,pn450","pn910,case153,pn1509,pn1603,pn242,pn2352,pn2606,pn685,pn2471,pn2191",FALSE,FALSE,,
2015-01-26T02:35:50Z,2015-01-26T02:39:29Z,,,pn287,,"pn371,pn763,pn466,pn1266,pn298,pn1480,pn2244,pn895,pn169,pn2478","pn2244,pn371","pn1266,pn1480,pn466","pn895,pn169","pn2478,pn763,pn298",,"crs122,pn312,pn655,pn1122,pn650,pn1149,pn2629,pn5113,pn2470,pn594",FALSE,FALSE,,
2015-01-26T02:39:15Z,2015-01-26T02:41:57Z,,Jina Huh,pn5108,,"pn2470,pn5107,pn243,pn2419,pn808,pn1046,pn2424,pn1945,pn2481,pn103","pn2419,pn1945,pn1046,pn808,pn2424",,,"pn2470,pn5107,pn243,pn2481,pn103","pn808,pn1945,pn2424,pn1046","pn5127,pn5106,pn5123,pn5113,pn5138,pn5105,pn1722,pn5103,pn5137,pn5121",FALSE,FALSE,,
2015-01-26T02:21:42Z,2015-01-26T02:42:36Z,,,pn2539,,"pn1069,pn1886,pn500,pn1977,pn1684,pn2352,pn2625,pn433,pn1289,pn5119","pn2625,pn1684","pn365,pn1886,pn500","pn592,pn2313,pn1991,pn1289,pn2336,pn1069,pn2352,pn1606,case156,crs122,pn1837,pn5119","pn1038,pn433,pn1977","pn1886,pn500,pn2625,pn1977,pn1684","pn2313,pn1606,case156,pn1038,pn1837,pn1991,crs122,pn2336,pn592,pn365",TRUE,FALSE,,
2015-01-26T02:39:55Z,2015-01-26T02:43:19Z,,Krzysztof Z. Gajos,pn1045,,"pn1124,pn1887,pn422,pn862,pn408,pn2000,pn1280,pn1424,pn885,pn1058",,"pn5109,pn1049","pn1580,pn462,pn422,pn1280,pn2603,pn2000,pn2165,pn1722,pn1424,pn2191,pn862,pn885,pn105,pn2085,pn1058","pn408,pn1124,pn1887",,"pn5109,pn1049,pn2165,pn105,pn2603,pn1722,pn2191,pn1580,pn462,pn2085",TRUE,FALSE,,
2015-01-26T02:26:15Z,2015-01-26T02:43:32Z,,SeungJun Kim,pn1501,,"pn2587,pn148,pn855,pn207,pn261,pn973,pn2588,pn298,pn1889,pn1103","pn306,pn973","pn2587,pn261,pn298,pn1889","pn855,pn1151,pn2588,pn2620,pn2313,pn1723,pn2352,pn1103,pn747,pn2048,pn504","pn148,pn207,pn1539","pn298,pn2587,pn261,pn207","pn504,pn747,pn2352,pn2620,pn306,pn1151,pn2048,pn2313,pn1539,pn1723",TRUE,FALSE,,
2015-01-26T02:18:07Z,2015-01-26T02:46:46Z,,Jane Gruning,pn594,,"pn504,pn1764,pn479,pn148,pn1828,pn361,pn1376,pn1312,pn787,pn910","pn479,pn910,pn1764,pn1312","pn787,pn1376","pn361,pn1828,pn504",pn148,"pn1312,pn148,pn910,pn479","crs103,pn2228,pn2282,pn1210,pn1889,pn115,pn1426,pn732,pn521,pn1095",TRUE,FALSE,,
2015-01-26T02:45:13Z,2015-01-26T02:47:00Z,,Colin M. Gray,pn2491,,"pn631,pn528,pn155,pn227,pn234,pn1419,pn308,pn302,pn1048,pn1573",,"pn302,pn308,pn227","pn1573,pn1048,pn528,pn155","pn631,pn234,pn1419",pn227,"pn1596,pn411,pn1834,case140,pn2022,pn2289,pn2425,case129,crs106,pn5104",FALSE,FALSE,,
2015-01-26T02:31:25Z,2015-01-26T02:47:37Z,,Malte F. Jung,pn1889,,"pn1764,pn1376,pn504,pn148,pn787,pn479,pn361,pn594,pn910,pn1312","pn1033,pn306,pn1501","pn236,pn1218,pn504","pn2282,pn361,pn594,pn479,pn148,pn910,pn1764,case155,pn1828,pn1312,pn273,pn1376","pn787,pn973",pn1828,"case155,pn973,pn2282,pn236,pn1033,pn1828,pn1218,pn273,pn1501,pn306",TRUE,TRUE,,
2015-01-26T02:45:53Z,2015-01-26T02:47:47Z,,Ian Oakley,pn933,,"pn1284,pn139,crs119,pn1361,pn416,pn2296,pn142,pn1492,pn1895,pn359","pn738,crs119,pn1103","pn1390,pn2296",,"pn139,pn1284,pn1361,pn359,pn1895,pn142,pn416",,"pn738,pn1103,pn1559,pn1390,pn2281,pn1275,pn710,pn479,pn1391,pn414",TRUE,FALSE,,
2015-01-26T02:04:16Z,2015-01-26T02:49:42Z,,Yiran Wang,pn1081,,"pn2238,pn2341,pn345,pn1256,pn1506,pn5110,pn242,pn2348,pn2224,pn2339",pn2238,"pn2224,pn1256","pn242,pn2348","pn1506,pn2339,pn5110,pn2341,pn345","pn1256,pn2224,pn2341,pn5110,pn345,pn2339,pn2238,pn1506","pn1335,pn1682,pn2340,pn880,pn327,pn1386,pn1032,pn261,pn1907,pn851",FALSE,FALSE,,
2015-01-26T02:40:14Z,2015-01-26T02:50:36Z,,Xin Tong,pn1124,,"pn408,pn1424,pn1887,pn862,pn1058,pn2000,pn885,pn422,pn1280,pn1045","pn1280,pn1045,pn862,pn885","pn408,pn422,pn2000,pn1058","pn1424,pn1887",,"pn1058,pn408,pn862,pn1280,pn1045","pn1722,pn5109,pn1906,pn2085,pn1357,pn1323,pn2191,pn2603,pn665,pn5108",FALSE,FALSE,,
2015-01-26T02:40:41Z,2015-01-26T02:50:43Z,,Austin Toombs,pn2165,,"pn1528,pn2318,pn1045,pn353,pn105,pn1210,pn2312,case137,pn1296,pn1893","pn2312,pn1210",pn353,"case137,pn1045,pn105","pn1296,pn1893,pn2318,pn1528","pn1210,pn353","crs117,crs134,pn2126,pn420,pn930,pn354,pn2606,pn569,pn1722,pn1603",TRUE,FALSE,,
2015-01-26T02:22:47Z,2015-01-26T02:52:25Z,,Youngbae Song,pn1221,,"pn1031,pn904,pn602,pn167,pn136,pn657,pn652,pn480,pn114,pn434","pn1031,pn434","pn480,pn136","pn1032,pn167,pn1114,case139,pn1656,pn657,pn2022,pn5110,pn602,pn1948","pn114,pn904,pn2548,pn652,pn1743,pn2423","pn136,pn1031,pn480,pn434","pn1032,case139,pn1948,pn2548,pn5110,pn1114,pn1743,pn2022,pn2423,pn1656",TRUE,TRUE,,
2015-01-26T02:40:38Z,2015-01-26T02:53:17Z,,Austin Toombs,pn2491,,"pn631,pn528,pn155,pn227,pn234,pn1419,pn308,pn302,pn1048,pn1573",pn2425,pn227,,"pn302,pn308,pn631,pn1573,pn1048,pn1596,pn528,pn234,pn1419,pn155",,"pn1596,pn411,pn1834,case140,pn2022,pn2289,pn2425,case129,crs106,pn5104",TRUE,FALSE,,
2015-01-26T02:35:39Z,2015-01-26T02:53:25Z,,Niloy Ganguly,pn1743,,"pn480,pn904,pn136,pn114,pn167,pn657,pn602,pn652,pn434,pn1031","pn480,pn136,pn657","pn1031,pn167",,pn904,"pn136,pn1031,pn167,pn480,pn657","pn2548,pn1948,pn481,pn933,pn1221,pn2131,pn710,pn2483,pn1656,pn414",FALSE,FALSE,,
2015-01-26T02:00:02Z,2015-01-26T02:56:36Z,,Alanson P Sample,pn361,,"pn1764,pn479,pn148,pn910,pn1376,pn594,pn1828,pn504,pn1312,pn787",,,"pn594,pn479,pn787,pn148,pn910,pn1828,pn1312,pn1376,pn504",pn1764,"pn115,pn2282,pn1889,pn1723,pn1533,pn1055,pn380","pn1886,pn2620,pn380,pn1426,pn1533,pn1723,pn1055,pn115,pn1889,pn2282",FALSE,TRUE,,
2015-01-26T01:57:01Z,2015-01-26T02:57:57Z,,Jennifer Mankoff,pn1299,,"pn731,pn1218,pn982,pn569,pn2212,pn277,pn389,pn849,pn1033,pn833",,"pn569,pn731,pn982,pn277,pn1218",,"pn1033,pn833,pn2212,pn849,pn389","pn2212,pn389,pn982","crs104,pn710,pn323,pn5128,pn2611,pn2032,pn327,pn1312,pn2310,pn898",FALSE,FALSE,,
