Start Time,End Time,Name,PaperId,Presenter,Options,Great Together,Ok Together,Not Ok Together,Don't know if should be together,Interested in,Options 11-20,More button1 clicked,More button2 clicked,Specials 1-3,Specials 4-6
2013-01-29T22:22:18Z,2013-01-29T22:23:42Z,,tochi115,,"pn1302,pn1770,pn2291,pn1408,pn538,pn1031,pn2096,tochi106,pn1554,pn144",pn1031,"pn1302,tochi106,pn1408,pn144","pn1770,pn538,pn1554","pn2096,pn2291","tochi106,pn1302","pn1711,pn385,pn1713,pn830,pn2240,pn586,pn2253,pn154,pn339,pn981",FALSE,FALSE,"crs126,pan110,sig113","crs152,crs177,sig117"
2013-01-29T22:40:26Z,2013-01-29T22:45:49Z,Lian Loke,tochi121,,"pn982,pn1131,tochi123,pn1012,pn517,pn1247,pn1637,tochi103,tochi130,pn368","tochi103,tochi130,pn517,pn982,tochi123","pn1131,pn1247",pn368,"pn1012,pn1637","pn1247,tochi123,sig124,pn982","pn858,pn384,pn1874,tochi106,pn573,pn173,pn623,tochi100,pn564,pn2105",FALSE,FALSE,"case112,pan122,sig124","case127,sig116,crs120"
2013-01-29T23:21:33Z,2013-01-29T23:26:21Z,Fraser Anderson,pn1046,,"pn2220,pn466,pn1350,pn702,pn1437,pn1440,pn540,pn1734,pn1770,pn289","pn540,pn1734,pn1770,pn1440","pn289,pn2220,pn702,pn1437","pn1350,pn466",,"pn293,pn1440,pn1770,pn2321,pn1734","pn722,pn2165,pn538,pn2321,pn102,pn1545,pn293,pn1271,pn1566,pn414",FALSE,TRUE,"crs105,crs114,crs126","sig123,crs112,crs110"
2013-01-29T23:25:14Z,2013-01-29T23:27:14Z,Shaun K. Kane,pn2165,,"pn2154,pn917,pn1274,pn181,pn253,pn1057,pn401,pn2340,pn195,tochi107","pn181,tochi107,pn917","pn1274,pn2340","pn195,pn1057","pn401,pn2154,pn253","pn1274,tochi107,sig102","pn595,pn1541,pn1770,pn646,pn1067,pn1734,pn923,pn1104,pn1177,pn137",FALSE,FALSE,"sig109,sig102,crs150","crs112,case136,crs120"
2013-01-29T23:21:46Z,2013-01-29T23:27:26Z,Michael A. Correll,pn476,,"pn466,pn1177,pn1327,pn765,pn639,pn1594,pn1263,tochi104,pn164,pn1264","pn1327,tochi104,pn1264,pn765,pn466","pn639,pn1263,pn1594,pn1177",,pn164,"pn466,tochi104,crs140,pn1327,pn1264,pn765","pn1566,pn1711,pn115,pn782,pn946,pn1977,pn2291,pn492,pn1936",FALSE,FALSE,"crs177,sig102,crs140","crs110,crs153,case141"
2013-01-29T23:24:26Z,2013-01-29T23:27:58Z,Michelle Annett,pn540,,"pn722,pn368,pn1437,pn2220,pn102,pn1440,pn1734,pn1046,pn1770,pn1566","pn1734,pn1046,pn1437",pn1770,"pn102,pn2220,pn722,pn368","pn1440,pn1566","pn2220,pn368,pn102,pn1770,pn1566,pn722","pn2165,pn1271,pn568,pn1131,pn293,pn289,pn1545,pn1177,pn758,pn733",FALSE,FALSE,"sig102,crs110,crs139","crs130,crs161,case170"
2013-01-29T23:22:46Z,2013-01-29T23:28:16Z,Ryen W. White,pn1094,,"pn253,pn2305,pn1104,pn2012,pn2303,pn1339,pn1134,pn1846,pn1438",pn2305,pn1846,"pn1104,pn2012,pn253,pn1438,pn2303","pn1134,pn1339","pn1104,pn2305","pn1460,pn215,pn769,pn1168,pn1557,pn1352,pn1698,pn1170,pn2330,pn1742",FALSE,FALSE,"crs112,case133,sig118","crs105,crs177,crs110"
2013-01-29T23:25:15Z,2013-01-29T23:28:27Z,Jeff Huang,pn1318,,"pn1711,pn170,pn2104,pn1874,pn160,pn2161,pn2178,tochi128,pn2247,pn2198","pn2104,pn2178,pn2198","tochi128,pn2161,pn160,pn2247",pn1711,"pn1874,pn170","crs134,pn2198,pn2178","pn1188,pn930,tochi102,pn401,pn946,pn1477,pn1118,pn1108,pn702,pn224",FALSE,TRUE,"crs134,sig105,case141","sig122,crs152,crs160"
2013-01-29T23:22:48Z,2013-01-29T23:28:43Z,Melanie Feinberg,pn226,,"pn813,pn1765,pn1699,pn1492,pn1118,pn718,pn1678,pn120,pn2207,pn241","pn895,pn1699,pn1025,pn805","pn1492,pn630,pn1765","pn115,pn718,pn1118,pn1678,pn241,pn813,pn158,pn120,pn1426,pn2207,pn179,pn414,pn1532",,"pn1699,pn1765,pn1492","pn895,pn1532,pn158,pn1426,pn1025,pn179,pn805,pn115,pn414,pn630",TRUE,FALSE,"case136,sig118,sig124","sig112,pan107,sig115"
2013-01-29T23:23:13Z,2013-01-29T23:29:25Z,Leslie S. Liu,pn646,,"pn1057,pn1104,tochi118,pn2157,pn1541,pn642,pn137,pn1607,pn1067,pn595","pn1541,pn642","pn137,pn595,pn1607,tochi118,pn1104","pn2157,pn1057",pn1067,"pn1131,pn923,pn642,pan118,sig128,pn1607,pn1541,pn1927,tochi118","pn1927,pn1350,pn923,pn401,pn1131,pn181,pn1122,pn1713,pn1768,pn476",FALSE,TRUE,"sig128,pan118,case126","pan119,sig127,pan120"
2013-01-29T23:22:22Z,2013-01-29T23:29:44Z,,pn927,,"pn1818,pn966,pn1108,pn2045,pn2208,tochi124,pn1351,tochi125,pn529,pn1169","pn1977,pn966,pn1169,pn1537,pn529,pn1532","pn1585,tochi125,pn2208,pn2045",pn1108,"pn1818,tochi124,pn1351","pn529,pn1532,pn1169,pn1977,pn966","pn2291,pn1655,pn1537,pn1352,pn1532,pn1424,pn1965,pn1585,pn1977,pn910",TRUE,TRUE,"pan107,crs160,crs114","case154,case126,sig102"
2013-01-29T23:26:33Z,2013-01-29T23:30:24Z,Katie A. Siek,pn1927,,"pn1057,pn115,pn2216,pn464,pn190,pn1122,pn1104,pn1624,pn438,pn946",,"pn464,pn438","pn2216,pn946,pn1624,pn1104,pn1057","pn115,pn1122,pn190","pan118,pn946","pn981,pn857,pn108,pn137,pn2154,pn642,pn818,pn573,pn1067,pn195",FALSE,FALSE,"pan118,sig115,crs150","sig102,crs164,crs120"
2013-01-29T23:21:48Z,2013-01-29T23:32:39Z,Serena Hillman,pn1408,,"pn2330,pn1479,tochi115,pn1221,pn867,pn2291,pn417,pn1302,pn586,pn1876","pn1302,pn1751,pn1876,pn371,tochi115","pn2330,pn586",pn1479,"pn1221,pn867,pn2291,pn417","pn1302,crs160,tochi115,pn1876,pn867","pn662,pn1907,tochi124,pn368,pn1751,pn1698,pn371,pn1606",TRUE,FALSE,"crs160,case103,crs117","crs115,sig115,case126"
2013-01-29T23:29:50Z,2013-01-29T23:32:48Z,,pn536,,"pn250,pn202,pn1532,pn1177,pn368,tochi112,tochi110,pn2051,pn1108,tochi128","pn2051,pn368","tochi112,pn1532",,"tochi128,tochi110,pn202,pn1108,pn250,pn1177","pn250,pn1532,pn368,pn2051,tochi110","pn1111,pn116,pn371,pn651,pn581,pn112,pn1698,pn548,pn312",FALSE,FALSE,"pan114,sig127,sig115","case113,pan111,case154"
2013-01-29T23:30:20Z,2013-01-29T23:33:00Z,Michael Gleicher,pn476,,"pn466,pn1177,pn1327,pn765,pn639,pn1594,pn1263,tochi104,pn164,pn1264","tochi104,pn639,pn765,pn1594,pn466","pn1327,pn164,pn1264,pn1263,pn1177",,,"pn1177,pn466,tochi104,pn1594,pn164,pn1327,pn1264,pn1263,pn639,pn765","pn1566,pn1711,pn115,pn782,pn946,pn1977,pn2291,pn492,pn1936",FALSE,FALSE,"crs177,sig102,crs140","crs110,crs153,case141"
2013-01-29T23:22:53Z,2013-01-29T23:33:05Z,,pn1460,,"pn1301,pn1124,pn1177,pn548,pn1454,pn459,pn2044,pn1698,pn2248,pn1584","pn1584,pn2248,pn2044",pn1221,"pn1903,pn1301,pn1229,pn1698,pn966,pn651,pn253,pn1177","pn2280,pn2140,pn459,pn2051,pn1124,pn1454,pn548,pn1831","pn2248,pan112,pn1124,pn548,pn1584,pn2140,pn2280","pn1221,pn2280,pn2051,pn651,pn1903,pn966,pn253,pn1229,pn1831,pn2140",TRUE,TRUE,"crs161,pan112,crs152","crs162,crs126,crs110"
2013-01-29T23:23:36Z,2013-01-29T23:33:17Z,,pn1585,,"pn966,pn985,pn368,pn927,pn2065,pn1977,pn910,pn1352,pn1537",pn985,"pn927,pn1977,pn910,pn1352,pn1537",,"pn966,pn2065,pn368","pn1352,pn927,pn1537,pn2065,pn1977,pn966,pn910,pn985","tochi125,pn1424,pn577,pn1440,pn220,pn705,pn1699,pn114,pn117",FALSE,FALSE,"crs160,sig124,case154","sig106,sig102,case141"
2013-01-29T23:27:57Z,2013-01-29T23:33:25Z,Nadir Weibel,pn858,,"pn517,pn1742,pn982,pn2253,pn1683,pn2157,pn573,tochi121,pn1176,pn1169","pn2253,pn982,pn1169","pn573,tochi121","pn1176,pn2157","pn517,pn1683,pn1742","tochi121,pn2253,pn573,pn1169,pn982","pn1226,pn116,pn1699,pn1131,pn704,pn384,pn253,pn1678,pn1711,pn108",FALSE,FALSE,"sig124,crs160,crs114","pan107,case119,crs120"
2013-01-29T23:27:59Z,2013-01-29T23:33:31Z,Tuck Wah Leong,pn239,,"pn548,pn2153,pn2344,pn2290,pn858,pn368,pn1612,pn1607,pn1166,pn122",,"pn122,pn2290,pn548","pn1612,pn1607","pn858,pn1166,pn368,pn2153,pn2344","pn2290,pn2153,pn548,pn1166,pn122","pn1699,pn1301,pn1025,pn1380,pn226,pn883,pn1943,pn1541,pn1281,pn673",FALSE,FALSE,"sig104,crs160,crs164","sig108,case158,case103"
2013-01-29T23:23:07Z,2013-01-29T23:34:12Z,Sangseok You,pn1307,,"pn1770,pn385,pn120,pn573,pn702,pn1424,pn116,pn517,pn805,pn2291","pn116,pn385,pn573,pn702,pn805","pn1770,pn517,pn120,pn1424",,pn2291,"pn426,pn116,pn805,pn2291,tochi123,pn385,pn2234,tochi112,pn1111,pn702","pn154,pn705,pn426,pn1374,pn813,pn1111,tochi123,pn1537,tochi112,pn2234",FALSE,TRUE,"crs120,case136,crs134","case170,crs164,crs139"
2013-01-29T23:31:38Z,2013-01-29T23:34:42Z,Shengdong Zhao,pn299,,"pn2218,pn130,pn148,pn292,pn1557,pn1226,pn568,pn1374,pn190,pn564","pn2218,pn1226,pn292",,"pn148,pn190,pn564,pn1557,pn1374","pn568,pn130","pn130,pn564,pn292,pn1226,pn2218,pn148,pn1374","pn1698,pn2153,pn900,pn1346,pn1042,pn1483,pn1111,pn815,pn769,pn1090",FALSE,FALSE,"crs120,case114,crs107","crs150,crs139,case136"
2013-01-29T23:21:24Z,2013-01-29T23:34:44Z,Sylvain Malacria,pn197,,"pn293,pn1350,pn650,pn733,tochi129,pn213,pn289,pn2191,pn2240,pn1813","pn289,pn650","pn213,pn2240","tochi129,pn2191,pn1350","pn733,pn293,pn1813","pn2240,pn293,pn213,pn289,pn1813,pn650","pn688,pn769,pn359,pn2344,pn520,pn1698,pn1360,pn492,pn1376,pn988",FALSE,FALSE,"crs126,case135,case141","case131,crs105,case170"
2013-01-29T23:21:58Z,2013-01-29T23:35:14Z,Stephen Fitchett,pn769,,"pn1168,pn1090,pn292,pn1698,pn1903,pn900,pn1170,pn1346,pn803,pn127","pn1346,pn803","pn1903,pn900,pn127,pn1090","pn292,pn1168","pn1698,pn1170","pn803,pn1090,pn1346","pn2240,tochi129,pn2305,pn299,pn1846,pn595,pn2012,pn1134,pn1094,pn2157",FALSE,TRUE,"case176,crs112,crs120","case114,crs152,case135"
2013-01-29T23:29:09Z,2013-01-29T23:35:21Z,Feng Liu,pn292,,"pn1698,pn1374,pn2218,pn137,pn568,pn164,pn1263,pn299,pn1226,pn900","pn164,pn2218,pn1226,pn299",pn1374,"pn137,pn900,pn568","pn1698,pn1263","crs139,pn900,pn1263","pn765,pn702,pn102,pn115,pn1843,pn573,pn130,pn149,pn1711,pn241",FALSE,FALSE,"crs120,case114,crs139","case136,sig102,pan120"
2013-01-29T23:34:18Z,2013-01-29T23:36:02Z,Michael S. Bernstein,pn1281,,"pn883,pn1876,pn1498,pn202,pn2355,pn651,pn1907,pn2157,pn1750,pn2096","pn1750,pn2355,pn2096,pn1907","pn1876,pn883,pn1498,pn202,pn651",pn2157,,"pn2096,pn2355,pn202,pn651,pn1907","pn1166,pn1380,pn1301,pn1606,pn2291,pn239,pn548,pn1180,pn368,pn1751",FALSE,FALSE,"pan107,crs160,crs153","crs143,crs140,case126"
2013-01-29T23:32:42Z,2013-01-29T23:36:14Z,Jian Zhao,pn1350,,"pn1965,pn2012,pn900,pn1134,pn679,pn1599,pn1380,pn517,pn1339,pn253",pn900,"pn1380,pn1134,pn2012,pn1339",pn517,"pn1965,pn679,pn1599,pn253","pn1134,pn1339,pn900","pn1557,pn2191,pn215,pn2179,pn586,pn1426,tochi124,pn292,pn1626,tochi117",FALSE,FALSE,"crs112,case136,crs150","case135,case133,crs117"
2013-01-29T23:33:46Z,2013-01-29T23:36:29Z,Jon Froehlich,pn1831,,"pn137,pn2248,pn1454,pn2165,pn662,pn2140,pn2280,pn1460,pn1124,pn595","pn1460,pn595","pn662,pn2140,pn2165,pn1124,pn2248","pn2280,pn137,pn1454",,"pn1454,pn2248,pn1124,pn1460,pn595,pn2165,pn2280","pn705,pn181,pn122,pn1176,pn923,pn646,pn401,pn127,pn568,pn1599",FALSE,FALSE,"sig117,sig102,case176","case138,crs153,crs112"
2013-01-29T23:30:19Z,2013-01-29T23:36:48Z,Nikola Banovic,pn1903,,"pn564,tochi127,pn1465,pn1728,pn988,pn1312,tochi101,pn117,pn2353,pn2338","pn2353,pn1312,tochi101","pn117,pn1465","pn1460,pn568,tochi127,pn1360,pn573,pn1090,pn2248,pn253,pn1376,pn2303","pn1229,pn1728,pn2338,pn988,pn564",pn988,"pn1376,pn253,pn573,pn1360,pn1229,pn2303,pn1090,pn1460,pn2248,pn568",TRUE,FALSE,"case170,crs152,case114","crs153,case141,crs107"
2013-01-29T23:34:54Z,2013-01-29T23:37:30Z,Shengdong Zhao,pn300,,"pn679,pn983,pn2207,pn1843,pn241,pn2153,pn2198,pn2338,pn2249,pn946",pn2207,"pn241,pn2249,pn2153","pn946,pn2338,pn983,pn679,pn2198",pn1843,"pn2249,pn2153,pn1843,pn241,pn2207","pn1612,pn1012,pn2312,pn940,pn1676,pn446,pn688,pn1584,pn1420,pn137",FALSE,FALSE,"case107,crs162,crs164","crs152,case133,pan118"
2013-01-29T23:20:33Z,2013-01-29T23:37:43Z,Nadia Bianchi-Berthouze,tochi102,,"pn857,pn1104,pn1624,pn1122,pn687,pn1274,pn981,pn2291,pn2137,pn1506",,"pn857,pn1506,pn2291","pn687,pn2137,pn981,pn1624,pn1122","pn1104,pn1274","pn857,tochi128,crs120,pn1713,pn1506,sig105","pn790,tochi128,pn2216,pn1350,pn1813,pn1713,pn153,pn679,pn646,pn2247",FALSE,TRUE,"crs134,case141,sig105","sig117,crs161,crs120"
2013-01-29T23:22:24Z,2013-01-29T23:38:33Z,Yanqing Cui,pn1166,,"pn673,pn239,pn2355,pn850,pn1713,pn2153,pn951,pn368,pn1506,pn1607","pn1607,pn368","pn239,pn1506,pn2153,pn1713,pn850","pn673,pn951",pn2355,"pn1557,crs160,pn1607,pn1506","pn1438,pn1221,pn1557,pn704,pn1281,pn705,pn940,pn883,pn1301,pn1380",TRUE,TRUE,"case146,crs160,pan107","case103,case113,case126"
2013-01-29T23:24:25Z,2013-01-29T23:39:33Z,Yiran Wang,pn2051,,"pn1263,pn1532,pn459,pn2248,pn2355,pn371,tochi112,pn536,pn359,tochi111",pn359,"pn1263,pn2248","pn459,pn536,pn2355,pn371,pn1532","tochi112,tochi111","crs150,pn2248,crs105,pn536,pn359,pn1263,tochi112","pn642,pn966,tochi110,pn2218,pn130,pn1460,pn1380,pn1339,pn2280,pn1108",TRUE,FALSE,"case154,crs150,crs105","crs112,crs130,crs110"
2013-01-29T23:26:33Z,2013-01-29T23:39:49Z,Neha Kumar,pn2290,,"pn1557,pn1351,pn630,pn1699,pn705,pn1169,pn239,pn895,pn1420,pn1363","pn895,pn239","pn122,pn226,pn630,pn1169,pn1557","pn739,pn1699,pn1351,pn805,pn2344,pn705,pn803","pn1420,pn1363,pn1607,pn1025,pn584,pn529","pn895,pn1699,pn1557,pn239,pn1363,pn1169,pn630","pn1025,pn529,pn1607,pn584,pn226,pn803,pn122,pn805,pn2344,pn739",TRUE,FALSE,"sig104,case159,crs169","case112,pan122,crs177"
2013-01-29T23:30:06Z,2013-01-29T23:40:43Z,Kathy Baxter,pn1846,,"pn1965,pn2305,pn2303,pn1557,pn144,pn2012,pn414,pn1094,pn1104",,"pn144,pn1094,pn1104,pn2012,pn2305","pn1134,pn1678,pn1965,pn679,pn769,pn913,pn414,pn1168,pn1170,pn1557,pn2157,pn1339,pn1554",pn2303,"pn1094,pn1965,pn1339,sig113,pn2012,pn144,case126,pn1678,pn1104,pn913,pn2305,pn2303","pn2157,pn679,pn1134,pn1339,pn1554,pn1170,pn1678,pn913,pn1168,pn769",TRUE,TRUE,"crs112,sig113,case127","pan119,pan120,case126"
2013-01-29T23:31:46Z,2013-01-29T23:41:02Z,Joshua G. Tanenbaum,pn1188,,"pn368,pn2210,pn2198,pn1874,pn581,pn170,pn1678,pn1118,tochi128,pn2247","pn1678,pn2247","tochi128,pn2210,pn1091,pn170,pn2198","pn1118,pn2161,pn930,pn224,pn1477,pn368,pn705","pn160,pn1874,pn494,pn1318,pn581,pn2178","pn160,pn1678,pan119,pn1874,pn2161","pn1318,pn160,pn1477,pn2161,pn930,pn494,pn1091,pn224,pn2178,pn705",TRUE,TRUE,"sig105,crs134,pan119","sig116,sig122,case141"
2013-01-29T23:32:44Z,2013-01-29T23:41:25Z,Michael Nebeling,pn679,,"pn1339,pn687,pn1229,pn1241,pn1813,pn2321,tochi129,pn1108,pn153,pn1134",pn2321,"pn687,tochi129,pn1134,pn1229,pn1241","pn1108,pn1813","pn1339,pn153","crs150,pn2321,pn153","pn912,pn520,pn886,pn564,tochi102,pn782,pn222,pn417,pn1751,pn215",FALSE,FALSE,"crs150,case141,case133","crs115,crs153,crs117"
2013-01-29T23:24:11Z,2013-01-29T23:43:12Z,Neha Kumar,pn1363,,"pn895,pn1907,pn114,pn368,pn2290,pn585,pn913,pn1042,pn1346,pn446","pn895,pn1042,pn913","pn1346,pn446",pn585,"pn114,pn2290,pn368,pn1907","pn895,pn114,pn2290,pn446,pn1346,pn1042,pn913,sig123","pn1606,pn2355,pn1350,pn1180,pn2020,pn1751,pn1435,pn883,pn384,pn966",FALSE,FALSE,"crs160,case107,sig123","pan120,case103,pan119"
2013-01-29T23:22:04Z,2013-01-29T23:45:11Z,Tamara Peyton,pn1108,,"pn371,pn536,pn1177,tochi128,pn1532,pn368,tochi110,pn202,pn651,pn2169","pn2169,pn1532","pn202,pn1177","tochi110,pn371","tochi128,pn536,pn651,pn368","pn401,pn2247,pn160,tochi128,pn368,pn1874,pn2161,sig105,pn1118,pn2169","pn2198,pn2247,pn2178,pn1118,pn1330,pn160,pn401,pn1318,pn1874,pn2161",FALSE,TRUE,"crs134,case114,case170","sig105,crs120,case141"
2013-01-29T23:33:45Z,2013-01-29T23:46:05Z,David Roedl,pn1637,,"pn718,pn173,pn1131,pn1350,pn564,pn317,tochi113,pn1765,pn1214","pn1012,tochi113,pn1160","pn317,pn173,pn1765","pn213,pn2163,pn2291,pn2240,pn1350","pn718,tochi103,pn1131,pn1965,tochi123,pn564,pn1431,pn1214","pn718,pn1765,sig108,tochi113","pn1012,pn2291,tochi103,pn1431,pn2163,pn2240,pn1160,pn213,pn1965,tochi123",TRUE,FALSE,"sig108,sig112,crs107","crs143,crs177,sig118"
2013-01-29T23:33:28Z,2013-01-29T23:47:03Z,Laura Devendorf,pn584,,"pn1965,pn137,pn1699,pn2015,pn2208,pn2290,pn1557,pn1169,tochi124,pn2153",pn2153,"pn1965,pn1699,pn2290,pn1557,pn2015","pn137,pn2208","tochi124,pn1169","pn1965,pn2153,pn2015","pn546,pn1532,pn983,pn630,pn940,pn739,pn805,pn1424,pn1943,pn850",FALSE,FALSE,"crs150,sig114,sig102","crs112,pan118,crs114"
2013-01-29T23:46:50Z,2013-01-29T23:48:49Z,Xiaojun Bi,pn2191,,"pn1376,pn1813,pn1626,pn197,pn492,pn520,pn1607,pn2344,pn650,pn1936","pn520,pn1936,pn1813,pn1376",pn492,"pn1607,pn1626,pn197,pn650,pn2344",,"pn1936,pn492","pn1426,pn1325,pn1566,pn2157,tochi102,pn988,pn679,pn2165,pn1360,pn687",FALSE,FALSE,"crs105,crs110,case141","case119,case170,crs169"
2013-01-29T23:23:52Z,2013-01-29T23:49:20Z,Mathieu Nancel,pn117,,"pn1903,pn463,pn1566,pn1312,pn564,pn577,pn1440,pn568,tochi101,tochi125",pn463,"pn1903,pn577,pn1312,tochi101","pn568,pn564","tochi125,pn1440,pn1566","pn564,tochi101,pn463,pn1566,pn1903","pn1424,pn733,pn1599,pn671,pn492,pn1118,pn528,pn900,pn1187,pn1234",FALSE,FALSE,"crs110,crs120,case114","sig102,crs150,crs143"
2013-01-29T23:33:42Z,2013-01-29T23:50:12Z,Kris Luyten,pn536,,"pn250,pn202,pn1532,pn1177,pn368,tochi112,tochi110,pn2051,pn1108,tochi128",pn368,"pn202,pn1108,pn1532","tochi128,tochi110,tochi112,pn250","pn2051,pn1177","pn116,pn250,pn1698,pn1532,tochi128,pn368,tochi110,pn1111","pn1111,pn116,pn371,pn651,pn581,pn112,pn1698,pn548,pn312",TRUE,TRUE,"pan114,sig127,sig115","case113,pan111,case154"
2013-01-29T23:49:01Z,2013-01-29T23:50:39Z,Xiaojun Bi,pn2353,,"pn1903,pn117,pn1312,pn1698,pn1360,tochi101,pn687,pn1813,pn1728,pn1465",tochi101,"pn117,pn1903","pn687,pn1465,pn1360,pn1728,pn1698,pn1312,pn1813",,pn1813,"pn1241,pn414,pn153,pn671,pn1274,pn679,pn540,tochi102,pn190,pn1451",FALSE,FALSE,"case170,case141,crs105","crs107,crs152,crs161"
2013-01-29T23:48:06Z,2013-01-29T23:52:00Z,Andrew Warr,pn1134,,"pn2157,pn153,pn2096,pn1339,pn1438,pn215,pn1352,pn2179,pn988,pn679",pn153,pn1339,"pn2096,pn988,pn679,pn1352,pn1438","pn215,pn2179,pn2157","pn1339,pn215,pn2157,pn2179,pn679,pn153","pn1094,pn739,pn1952,pn1263,pn1965,pn803,pn1557,pn1506,pn2012,pn1350",FALSE,FALSE,"crs115,crs150,case133","case146,case141,sig113"
2013-01-29T23:42:22Z,2013-01-29T23:52:32Z,Hamilton A. Hernandez,pn1118,,"pn2247,tochi128,tochi118,pn1874,pn2210,pn705,pn2060,pn1188,pn581,pn312","tochi128,pn581","pn2210,pn1874,pn170","pn2161,tochi124,pn2291,pn1318,pn847,pn224,pn2178,pn2198,pn705","pn160,pn1188,pn312,pn2247,tochi118,pn2060","pn581,crs134,pn160,tochi128,pn1874,pn2161,pn170","pn1318,pn2291,pn2198,pn224,pn160,pn170,tochi124,pn2161,pn847,pn2178",TRUE,TRUE,"crs134,sig105,crs130","case146,case127,case141"
2013-01-29T23:30:22Z,2013-01-29T23:54:27Z,,pn1936,,"pn1376,pn253,pn1566,pn687,pn1360,pn476,pn222,pn1813,pn492,pn951","pn1360,pn492,pn1813,pn1376","pn687,pn1566,pn222,pn951",,"pn476,pn253","crs150,pn951,pn1813,pn1376","pn650,pn520,pn988,pn466,pn1325,pn197,pn2096,pn679,pn2191,pn153",FALSE,FALSE,"crs110,case141,crs150","sig102,crs107,case146"
2013-01-29T23:50:37Z,2013-01-29T23:54:49Z,Katie Kuksenok,pn1913,,"pn1025,pn702,pn1141,pn339,pn538,pn1297,pn426,tochi107,pn2044,pn1426","pn339,pn2044","pn1297,pn426,pn538","tochi107,pn1426,pn1025,pn1141,pn702",,"sig118,pn1297,pan118,pn339,pn2044,pn1025","pn630,pn2096,pn1943,pn581,pn815,pn1183,pn1499,pn627,pn1483,tochi118",FALSE,TRUE,"pan112,sig118,pan118","pan114,crs161,crs130"
2013-01-29T23:35:56Z,2013-01-29T23:55:34Z,Sebastiaan Pijnappel,pn1017,,"pn573,pn1874,pn384,pn1221,pn1264,pn623,pn2291,pn982,pn1506,pn1177","pn1874,pn573,pn982,pn623",,"pn1264,pn1221,pn1506,pn2291,pn1177",pn384,"pn1506,pn982","pn1532,pn705,pn116,pn426,pn1698,pn1454,pn103,pn517,pn385,pn1166",FALSE,FALSE,"sig115,crs120,crs143","sig122,pan122,crs152"
2013-01-29T23:47:00Z,2013-01-29T23:55:50Z,Ming Ki Chong,pn867,,"pn1325,pn1563,pn371,pn1435,pn1221,pn1845,pn1408,pn705,pn417,pn758","pn371,pn417","pn758,pn289,pn1734,pn708","pn1325,pn380,pn1062,pn1845,pn1221,pn1563,pn128,pn1557,pn1435,pn1337,pn705","pn1408,pn144,pn564","pn708,pn1734,pn417","pn708,pn144,pn289,pn1734,pn564,pn128,pn1337,pn380,pn1062,pn1557",TRUE,TRUE,"crs150,crs110,crs130","sig115,crs114,crs140"
2013-01-29T23:36:01Z,2013-01-29T23:56:20Z,Feng Liu,pn292,,"pn1698,pn1374,pn2218,pn137,pn568,pn164,pn1263,pn299,pn1226,pn900","pn164,pn2218,pn1226,pn299",pn1374,pn137,"pn900,pn568,pn1698,pn1263","crs139,pn900,pn568","pn765,pn702,pn102,pn115,pn1843,pn573,pn130,pn149,pn1711,pn241",FALSE,FALSE,"crs120,case114,crs139","case136,sig102,pan120"
2013-01-29T23:54:01Z,2013-01-29T23:56:21Z,Juan Pablo Hourcade,pn790,,"pn1057,pn253,pn1606,pn312,pn888,pn401,pn2119,pn1067,pn1104,pn2278",,"pn2119,pn1606,pn888","pn401,pn1067,pn1104,pn253,pn1057,pn2278",pn312,"case146,pn312","pn2154,pn1927,pn371,pn1683,pn1713,pn1541,pn564,pn137,pn1768,pn1607",FALSE,FALSE,"case127,crs130,case146","sig125,pan114,case126"
2013-01-29T23:24:14Z,2013-01-29T23:57:57Z,Sandeep Kaur Kuttal,pn491,,"pn941,pn1090,pn466,pn1770,pn1742,pn2207,tochi112,pn1698,pn1254,pn2220","pn1090,pn466","pn662,pn941,pn1770,tochi112,pn1698,pn2207,pn2220,pn1742,pn1254",pn2321,,"pn1846,pn662,pn466,pn1698,pn1090,crs162,pn1770,pn2207,sig106,case158","pn1376,pn1846,pn2321,pn215,pn438,pn1057,pn662,pn951,pn1108,pn1961",TRUE,TRUE,"case158,crs164,sig106","crs152,crs162,sig118"
2013-01-29T23:49:45Z,2013-01-29T23:57:58Z,,pn1424,,"pn106,pn1153,pn115,pn220,pn120,pn1451,pn414,pn113,pn267,pn102","pn115,pn102,pn2065,pn106","pn2234,pn1153,pn910,pn147,pn414,pn1330",pn220,"pn1229,pn267,pn120,pn1873,pn1626,pn1745,pn1451,pn113,pn2157","pn1153,pn115,pn2065,pn106,pn414","pn2234,pn2157,pn1229,pn1745,pn1873,pn147,pn1626,pn2065,pn1330,pn910",TRUE,TRUE,"crs136,crs120,crs150","sig115,sig117,crs164"
2013-01-29T23:52:58Z,2013-01-30T00:00:00Z,Bart P. Knijnenburg,pn1845,,"pn2330,pn380,pn1563,pn2012,pn2278,pn867,pn253,pn1172,pn144,pn1325","pn144,pn128,pn2012,pn2278","pn380,pn1751,pn1172","pn758,pn948,pn673,pn867,pn253,pn2157,pn1532,pn642,pn850,pn708","pn1325,pn2330,pn1563","pn2012,pn144,pn2278,pn128,pn1751","pn758,pn2157,pn708,pn1751,pn948,pn850,pn642,pn128,pn1532,pn673",TRUE,TRUE,"crs177,sig114,case146","crs153,case119,crs140"
